Protein ID,Gene name,Hep G2,HepA,LX2,Liver,PorV,hHEP,hHSC,hHSC TWNT4,hKC,hLSEC,hLSEC SK Hep1,Protein name
Q92604,LPGAT1,151030000,124550000,77009000,438660000,92109500,1360300000,337570000,220240000,319450000,244330000,171730000,Acyl-CoA:lysophosphatidylglycerol acyltransferase 1
O95487-2,SEC24B,528230000,345265000,620260000,722140000,432405000,1362200000,1113000000,687940000,429160000,975320000,465930000,Protein transport protein Sec24B
Q9NX14,NDUFB11,247110000,171990000,176850000,493800000,359855000,1362900000,365410000,420420000,222130000,1079500000,408110000,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial"
Q9NS69,TOMM22,2021100000,170210000,980400000,492675000,203535000,1366200000,779350000,887570000,505020000,1325000000,1575400000,Mitochondrial import receptor subunit TOM22 homolog
Q99459,CDC5L,4913400000,705235000,4573400000,1553450000,766275000,1366200000,1887700000,2089500000,2149200000,3578400000,3567500000,Cell division cycle 5-like protein
Q2TAM5,RELA,1617000000,1166400000,3421400000,1363250000,1219350000,1367500000,2470200000,3090900000,1506100000,5265000000,1886300000,
P21589,NT5E,854720000,1947100000,2111800000,1178800000,1354550000,1367700000,13043000000,12161000000,747990000,10284000000,3733200000,5-nucleotidase
H0YMV8,RPS27L,2564800000,532165000,1733700000,2109100000,393505000,1368400000,2884600000,3047600000,1138500000,5229300000,2139300000,40S ribosomal protein S27
Q8IZV5,RDH10,255760000,258825000,265790000,671515000,220545000,1370100000,3120100000,229900000,234740000,229360000,369450000,Retinol dehydrogenase 10
P84077,ARF1,1784800000,1380550000,2425000000,1754650000,1040700000,1373500000,1785400000,2948400000,1936300000,742440000,1588900000,ADP-ribosylation factor 1
O60240,PLIN1,50234000,419305000,85064000,150960000,481135000,1374500000,136630000,66277000,129920000,46043000,42918000,Perilipin-1
P17858,PFKL,4164900000,1762000000,4825900000,4663450000,1850650000,1375600000,2148700000,3101400000,3018700000,1490400000,3256200000,"ATP-dependent 6-phosphofructokinase, liver type"
A0A0A0MRK6,MTX1,998230000,387380000,647830000,962735000,570610000,1377000000,1238600000,868540000,350520000,1659700000,1074200000,Metaxin-1
Q9NVS9,PNPO,1755100000,470250000,931910000,6330050000,708580000,1377400000,372470000,691560000,761190000,278630000,963680000,Pyridoxine-5-phosphate oxidase
P38919,EIF4A3,8141300000,636885000,4764000000,1491650000,849120000,1377800000,1544800000,2261600000,2802400000,4757500000,4019000000,Eukaryotic initiation factor 4A-III
A0A024RCR6,BAT3,1757900000,466605000,1095700000,899890000,657715000,1378800000,1059200000,1136500000,1244900000,989950000,1245100000,Large proline-rich protein BAG6
Q96PE7,MCEE,408240000,103343500,40180000,1122050000,164945000,1383900000,67118000,176190000,259780000,76119000,155470000,"Methylmalonyl-CoA epimerase, mitochondrial"
Q9H9A6,LRRC40,599450000,671660000,1643900000,746255000,616585000,1386500000,700820000,832880000,587280000,650280000,949590000,Leucine-rich repeat-containing protein 40
Q14690,PDCD11,5566800000,428500000,895460000,803705000,476645000,1389400000,1910800000,1503600000,1159000000,3505500000,2837900000,Protein RRP5 homolog
O75886,STAM2,1754100000,2032300000,2630200000,1825350000,1992000000,1392300000,3871500000,3643900000,1552300000,4189100000,2911400000,Signal transducing adapter molecule 2
O75976,CPD,2744700000,159565000,319290000,574040000,174760000,1393400000,1268500000,2459400000,262070000,2140900000,889330000,Carboxypeptidase D
J3KQ45,TGOLN2,1567900000,261830000,623230000,720600000,317675000,1396000000,1680400000,2470400000,994590000,1740600000,1016200000,Trans-Golgi network integral membrane protein 2
A0A1B0GTW1,TJP2,3661400000,1510850000,3032900000,1953100000,977470000,1396600000,489530000,1025100000,560570000,4939800000,1442700000,Tight junction protein ZO-2
P02730,SLC4A1,119400000,14798750000,65729000,3686150000,16964500000,1399300000,95024000,100950000,389410000,81734000,132970000,Band 3 anion transport protein
Q8N6L1,KRTCAP2,,,,48283000,15177000,1399800000,193770000,,54897000,142760000,,Keratinocyte-associated protein 2
P63261,ACTG1,2731900000,3806600000,567600000,1081850000,1193790000,1401300000,2068400000,3645400000,217340000,1152060000,960320000,"Actin, cytoplasmic 2"
Q9NRY4,ARHGAP35,967220000,331625000,1228100000,934780000,286985000,1401500000,883920000,916010000,305070000,198290000,1528100000,Rho GTPase-activating protein 35
Q9P1Y5,CAMSAP3,1134700000,182000000,47284000,327445000,160065000,1402600000,,363520000,47259000,62169000,84335000,Calmodulin-regulated spectrin-associated protein 3
Q16563-2,SYPL1,409760000,403040000,991660000,364005000,515680000,1406700000,2216500000,904230000,626980000,2021000000,644030000,Synaptophysin-like protein 1
O75534,CSDE1,2934700000,1262500000,3544600000,1525300000,1675650000,1406700000,2963000000,2903300000,1199200000,2307000000,3100200000,Cold shock domain-containing protein E1
Q9UHD8-5,9-Sep,4962500000,4337100000,4820900000,3586850000,5329150000,1410000000,7525100000,7995700000,2588600000,4165700000,11957000000,Septin-9
O14936-3,CASK,649880000,549245000,945320000,1292300000,624450000,1411700000,1317200000,888550000,289250000,186730000,1179000000,Peripheral plasma membrane protein CASK
Q92575,UBXN4,1250600000,295315000,771670000,1053260000,310295000,1412700000,1356200000,624170000,653110000,1456900000,1408800000,UBX domain-containing protein 4
Q9NP72,RAB18,1413400000,684625000,1107700000,1086500000,846160000,1414500000,1402800000,2107000000,1812400000,2467400000,822880000,Ras-related protein Rab-18
A0A087WY71,AP2M1,1823800000,1273900000,2963300000,2382850000,1450150000,1414600000,3057900000,4368000000,3192900000,3450400000,2390500000,AP-2 complex subunit mu
P53384-2,NUBP1,4948800000,1239600000,1254200000,2126150000,1384300000,1414800000,715080000,1058400000,3302700000,592090000,1931900000,Cytosolic Fe-S cluster assembly factor NUBP1
P20810-7,CAST,1625500000,3695650000,5500400000,3608150000,3585150000,1414900000,3921500000,3839400000,2341500000,1892000000,4562200000,Calpastatin
A0A0A0MRJ6,PCMT1,2657100000,2600850000,4659600000,2715050000,3449300000,1415400000,1732500000,2279200000,2805500000,975540000,1653400000,Protein-L-isoaspartate O-methyltransferase
Q96QK1,VPS35,4579800000,2856550000,4085900000,3572600000,2686200000,1415700000,4066300000,6089200000,4561100000,2103700000,4007100000,Vacuolar protein sorting-associated protein 35
Q08378,GOLGA3,1698900000,1729750000,2025000000,1539250000,1725000000,1415900000,3631600000,3182100000,1148600000,3162100000,2053400000,Golgin subfamily A member 3
Q5VYK3,ECM29,3768600000,1426900000,4029600000,2171700000,1235550000,1416400000,2698500000,2908500000,2004000000,2285800000,3688700000,Proteasome-associated protein ECM29 homolog
Q9UH99,SUN2,1963000000,2263850000,2689700000,1139300000,1751150000,1417700000,2177600000,2244800000,3941000000,3339900000,1240600000,SUN domain-containing protein 2
Q8IY17-3,PNPLA6,439770000,428735000,685000000,860205000,775465000,1418100000,1381100000,1106000000,1071700000,2200000000,876210000,Neuropathy target esterase
Q9UQE7,SMC3,6423500000,1406350000,8215800000,2296300000,1661950000,1418100000,2083600000,7623700000,4837700000,4798600000,3573900000,Structural maintenance of chromosomes protein 3
P62330,ARF6,347500000,218710000,566870000,834165000,336590000,1418900000,478790000,303390000,953760000,297780000,475510000,ADP-ribosylation factor 6
P22570,FDXR,11700000000,728845000,1132100000,3753150000,665765000,1422900000,1147500000,5076500000,1050300000,1521100000,4049800000,"NADPH:adrenodoxin oxidoreductase, mitochondrial"
A0A1C7CYZ0,ABR,1728200000,2918050000,3083900000,1066220000,2151650000,1423200000,1228900000,1961500000,2805200000,766380000,5826800000,Active breakpoint cluster region-related protein
Q9H078-2,CLPB,2357000000,318915000,1537700000,1198200000,412805000,1425600000,832760000,1938400000,2387600000,1568200000,863450000,Caseinolytic peptidase B protein homolog
O43491,EPB41L2,14369000000,10488000000,10928000000,8303350000,11775500000,1427400000,7319400000,3872000000,6602300000,6198900000,6648100000,Band 4.1-like protein 2
A6NLP5,TTC36,82694000,134035000,36671000,2954700000,149750000,1431100000,35389000,104720000,83002000,33464000,110480000,Tetratricopeptide repeat protein 36
Q9BTU6,PI4K2A,608080000,128085000,877400000,379165000,181265000,1432000000,1905600000,1710500000,1969300000,1530400000,785640000,Phosphatidylinositol 4-kinase type 2-alpha
P41250,GARS,7893900000,1652600000,5683500000,3293700000,1902650000,1433700000,9676100000,9372300000,2411700000,5329200000,14684000000,Glycine--tRNA ligase
B1AH87,TSPO,544770000,742620000,797710000,564100000,817620000,1435500000,4422100000,321140000,3267900000,9991300000,1641500000,Translocator protein
P50213,IDH3A,1755600000,895960000,1360900000,1431150000,1196500000,1436400000,1302100000,1999900000,2650500000,1662900000,1688500000,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial"
P61225,RAP2B,686710000,469835000,719410000,697240000,412085000,1436900000,978150000,693650000,2184700000,2047300000,1096400000,Ras-related protein Rap-2b
Q9UNM6,PSMD13,3483200000,844435000,2729400000,1894700000,744680000,1437400000,2587100000,2429900000,1949300000,3392700000,4010300000,26S proteasome non-ATPase regulatory subunit 13
Q14318-2,FKBP8,1528500000,715005000,1886200000,975980000,700220000,1439000000,1598000000,1752700000,788320000,2253300000,1397600000,Peptidyl-prolyl cis-trans isomerase FKBP8
H3BUL4,FAM192A,1208700000,191925000,565350000,287945000,259635000,1439500000,232970000,1027500000,261870000,267850000,762540000,Protein FAM192A
Q9P2R7-2,SUCLA2,3298900000,1377900000,2702700000,1908000000,1556800000,1439800000,1578200000,2505600000,1787300000,1954600000,2398500000,"Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial"
P49773,HINT1,3648800000,1963950000,5010500000,9964600000,2420400000,1444000000,1196400000,2160300000,1842500000,923920000,4913800000,Histidine triad nucleotide-binding protein 1
Q96N76,UROC1,146250000,487130000,134900000,6605650000,427510000,1446200000,194080000,395930000,771710000,41295000,397990000,Urocanate hydratase
Q6FGG4,NDUFA3,471040000,181280000,98107000,439285000,276860000,1448325000,273000000,243030000,213275000,1097100000,291210000,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3
P62826,RAN,11430000000,3545350000,14232000000,4112550000,3163350000,1450500000,2728400000,7977900000,3490900000,2478200000,12779000000,GTP-binding nuclear protein Ran
Q9Y224,C14orf166,2573800000,1099200000,2787900000,1479600000,1172100000,1451000000,3357800000,2104600000,1405200000,2540900000,2510800000,UPF0568 protein C14orf166
P13807-2,GYS1,1225700000,2266750000,3661100000,1440650000,3052100000,1454200000,4641200000,2882700000,2330700000,1611700000,1812700000,"Glycogen [starch] synthase, muscle"
Q92673,SORL1,1685300000,62498500,38411000,369075000,31928500,1455500000,43732000,100190000,2068700000,36888000,34679000,Sortilin-related receptor
Q9UN36,NDRG2,887950000,728130000,191260000,6394550000,900480000,1456500000,68500000,49449000,509500000,67812500,197840000,Protein NDRG2
Q96I24,FUBP3,1826200000,550680000,2122900000,1113900000,554435000,1456500000,1925400000,1395000000,1144000000,4949600000,2238100000,Far upstream element-binding protein 3
O95249,GOSR1,760910000,191455000,641060000,617990000,243345000,1458100000,938930000,818720000,569140000,1581700000,674840000,Golgi SNAP receptor complex member 1
Q86YS6,RAB43,380640000,177535000,193270000,605965000,101938000,1460100000,281150000,269870000,691060000,973000000,398660000,Ras-related protein Rab-43
Q8TDN6,BRIX1,2613300000,141170000,1651900000,420900000,195630000,1463300000,2082800000,1195800000,644120000,1692100000,2488300000,Ribosome biogenesis protein BRX1 homolog
Q8IVF2-3,AHNAK2,994380000,6528900000,4016300000,1210255000,5121150000,1464000000,12783000000,5397700000,738310000,4072600000,17575000000,Protein AHNAK2
P04003,C4BPA,463710000,1976750000,85032000,1562700000,1706950000,1464600000,35409000,69212000,227060000,110880000,120610000,C4b-binding protein alpha chain
Q9HBK9,AS3MT,2475300000,179230000,1484700000,2303400000,222770000,1465100000,181230000,433610000,112960000,94877000,117610000,Arsenite methyltransferase
O75438,NDUFB1,424960000,122550000,93077000,278345000,273720000,1465400000,469260000,385700000,412990000,1210900000,373130000,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1
P41091,EIF2S3,6570000000,1407350000,6586700000,2913850000,1330650000,1465400000,5362500000,4316500000,1835300000,5184400000,8476700000,Eukaryotic translation initiation factor 2 subunit 3
P18428,LBP,124260000,1391050000,101270000,627880000,1547750000,1467000000,68584000,60161000,257690000,36846000,102170000,Lipopolysaccharide-binding protein
Q99624,SLC38A3,300480000,142775000,92014000,538370000,83776000,1467500000,126111000,39462000,157740000,62129000,51061000,Sodium-coupled neutral amino acid transporter 3
P47914,RPL29,3012600000,855175000,1819400000,2428600000,705635000,1482400000,4882300000,3067900000,936510000,7564400000,3743800000,60S ribosomal protein L29
O00429,DNM1L,1979700000,1918450000,3838600000,1556200000,2257750000,1483700000,2757500000,3240300000,1622600000,2001600000,3659600000,Dynamin-1-like protein
Q13439-5,GOLGA4,2247600000,933580000,2133800000,1689950000,1105450000,1489000000,2934300000,3534600000,906180000,3104400000,1800100000,Golgin subfamily A member 4
P29144,TPP2,2705300000,1472950000,3651100000,4639050000,1652750000,1491300000,2283000000,3216400000,2950200000,1458500000,3378800000,Tripeptidyl-peptidase 2
Q07075,ENPEP,154270000,203185000,111180000,1346400000,106572000,1491900000,189380000,86158000,442020000,139400000,143780000,Glutamyl aminopeptidase
Q9UL03-3,INTS6,1557400000,140990000,589260000,217090000,87333000,1493100000,1039600000,401500000,575100000,1347200000,789330000,Integrator complex subunit 6
P42858,HTT,1107600000,569995000,1081000000,1053570000,579705000,1495000000,1033400000,706910000,936230000,451590000,673360000,Huntingtin
P50502,ST13,3382900000,2721050000,5839800000,4491700000,3449300000,1496000000,1923000000,3251000000,2349700000,1407800000,4622600000,Hsc70-interacting protein
D6RB81,AMACR,244460000,60798000,77839000,2314400000,64035500,1496500000,143840000,154730000,700980000,59972000,168330000,Alpha-methylacyl-CoA racemase
A0A0X1KG75,COBLL1,1029100000,721780000,138060000,1872450000,799515000,1497400000,461570000,201290000,182850000,61643000,356080000,Cordon-bleu protein-like 1
Q9UJC3-2,HOOK1,1164600000,314090000,154780000,1398000000,375995000,1498300000,79341000,225000000,89769000,158510000,256410000,Protein Hook homolog 1
P13716,ALAD,525990000,2704600000,635660000,6246300000,2854750000,1500100000,502540000,762710000,1456800000,228120000,328490000,Delta-aminolevulinic acid dehydratase
P12830,CDH1,38497000,203955000,68615000,1976300000,116080000,1506200000,70508000,73900000,282740000,52703000,36161000,Cadherin-1
P61026,RAB10,2314500000,1599600000,3176800000,1463450000,1450450000,1509400000,4110000000,2544000000,4078000000,3208900000,2938500000,Ras-related protein Rab-10
Q9UHB6,LIMA1,1812400000,1195800000,2945500000,1851150000,1327750000,1512000000,9935700000,4846100000,746780000,4424500000,6480700000,LIM domain and actin-binding protein 1
Q9Y2Z9-3,COQ6,351590000,170715000,101240000,625015000,218100000,1513000000,84420000,97668000,359840000,181370000,157560000,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial"
Q9BSH4,TACO1,1413000000,115451500,614340000,609180000,121355000,1515300000,388640000,766000000,567070000,204140000,991380000,Translational activator of cytochrome c oxidase 1
Q99729-3,HNRNPAB,4609200000,989970000,9509100000,1567800000,975750000,1515800000,2860000000,2850400000,2179500000,4733300000,3853300000,Heterogeneous nuclear ribonucleoprotein A/B
P61457,PCBD1,2330000000,2344900000,763110000,7235850000,3890300000,1518400000,235830000,331030000,510090000,355820000,643370000,Pterin-4-alpha-carbinolamine dehydratase
P10644,PRKAR1A,2277000000,3047500000,4502800000,2949750000,3891800000,1519300000,3890000000,4767400000,3880300000,2996100000,2735800000,cAMP-dependent protein kinase type I-alpha regulatory subunit
P12236,SLC25A6,4648400000,1000855000,1265900000,1301800000,1250300000,1519600000,2378100000,2852100000,1673100000,1830100000,2141700000,ADP/ATP translocase 3
Q1KMD3,HNRNPUL2,2807300000,1588750000,10854000000,2540350000,1603300000,1520500000,4808500000,7270800000,4226900000,8257600000,6857900000,Heterogeneous nuclear ribonucleoprotein U-like protein 2
