Protein,cluster_anchorprotein,int_mean,Symbol,Genename,ENSEMBL
P56399,8,2503.0489804659946,Usp5,ubiquitin specific peptidase 5 (isopeptidase T),ENSMUSG00000038429
P56480,8,10889.462126762466,Atp5b,"ATP synthase, H+ transporting mitochondrial F1 complex, beta subunit",ENSMUSG00000025393
P56565,8,731.5227557003366,S100a1,S100 calcium binding protein A1,ENSMUSG00000044080
P56593,8,4546.512657781043,Cyp2a12,"cytochrome P450, family 2, subfamily a, polypeptide 12",ENSMUSG00000060407
P56654,8,28569.157324112137,Cyp2c37,"cytochrome P450, family 2. subfamily c, polypeptide 37",ENSMUSG00000042248
P57759,8,2737.269060902134,Erp29,endoplasmic reticulum protein 29,ENSMUSG00000029616
P57780,8,5827.010481105741,Actn4,actinin alpha 4,ENSMUSG00000054808
P57784,8,915.0636765147076,Snrpa1,small nuclear ribonucleoprotein polypeptide A',ENSMUSG00000030512
P58252,8,6558.212663279528,Eef2,eukaryotic translation elongation factor 2,ENSMUSG00000034994
P58281,8,2970.7358547643507,Opa1,"OPA1, mitochondrial dynamin like GTPase",ENSMUSG00000038084
P58710,8,25078.342564509396,Gulo,gulonolactone (L-) oxidase,ENSMUSG00000034450
P59325,8,3114.166755256404,Eif5,eukaryotic translation initiation factor 5,ENSMUSG00000021282
P59999,8,5922.707268192595,Arpc4,"actin related protein 2/3 complex, subunit 4",ENSMUSG00000079426
P60229,8,2760.8889267146633,Eif3e,"eukaryotic translation initiation factor 3, subunit E",ENSMUSG00000022336
P60335,8,4991.8876821286985,Pcbp1,poly(rC) binding protein 1,ENSMUSG00000051695
P60670,8,2652.8142532847924,Nploc4,"NPL4 homolog, ubiquitin recognition factor",ENSMUSG00000039703
P60710,8,23863.796724926906,Actb,"actin, beta",ENSMUSG00000029580
P60766,8,2156.0138568689013,Cdc42,cell division cycle 42,ENSMUSG00000006699
P60843,8,5754.833700762866,Eif4a1,eukaryotic translation initiation factor 4A1,ENSMUSG00000059796
P60867,8,8078.131287331795,Rps20,ribosomal protein S20,ENSMUSG00000028234
P61027,8,2723.2400631029495,Rab10,"RAB10, member RAS oncogene family",ENSMUSG00000020671
P61089,8,902.3928911584854,Ube2n,ubiquitin-conjugating enzyme E2N,ENSMUSG00000074781
P61161,8,2425.8400094300155,Actr2,ARP2 actin-related protein 2,ENSMUSG00000020152
P61205,8,4228.766366889198,Arf3,ADP-ribosylation factor 3,ENSMUSG00000051853
P61211,8,1124.5501015788564,Arl1,ADP-ribosylation factor-like 1,ENSMUSG00000060904
P61222,8,4149.184987796874,Abce1,"ATP-binding cassette, sub-family E (OABP), member 1",ENSMUSG00000058355
P61255,8,7325.188120940644,Rpl26,ribosomal protein L26,ENSMUSG00000060938
P61358,8,15353.640458512786,Rpl27,ribosomal protein L27,ENSMUSG00000063316
P61458,8,1092.9546597858625,Pcbd1,pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 1,ENSMUSG00000020098
P61514,8,3755.905659181708,Rpl37a,ribosomal protein L37a,ENSMUSG00000046330
P61620,8,7376.187382710734,Sec61a1,Sec61 alpha 1 subunit (S. cerevisiae),ENSMUSG00000030082
P61750,8,2220.8664046579906,Arf4,ADP-ribosylation factor 4,ENSMUSG00000021877
P61922,8,5899.437191770103,Abat,4-aminobutyrate aminotransferase,ENSMUSG00000057880
P61961,8,678.3027048497562,Ufm1,ubiquitin-fold modifier 1,ENSMUSG00000027746
P61982,8,5232.666724162035,Ywhag,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide",ENSMUSG00000051391
P62075,8,3836.8042108327045,Timm13,translocase of inner mitochondrial membrane 13,ENSMUSG00000020219
P62082,8,6229.36039011406,Rps7,ribosomal protein S7,ENSMUSG00000061477
P62137,8,1468.808310480775,Ppp1ca,protein phosphatase 1 catalytic subunit alpha,ENSMUSG00000040385
P62192,8,3433.8632166518073,Psmc1,"protease (prosome, macropain) 26S subunit, ATPase 1",ENSMUSG00000021178
P62196,8,2127.6121297594664,Psmc5,"protease (prosome, macropain) 26S subunit, ATPase 5",ENSMUSG00000020708
P62242,8,20020.584982857014,Rps8,ribosomal protein S8,ENSMUSG00000047675
P62245,8,9083.575340895695,Rps15a,ribosomal protein S15A,ENSMUSG00000008683
P62259,8,5367.556688973904,Ywhae,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide",ENSMUSG00000020849
P62264,8,13171.387471740203,Rps14,ribosomal protein S14,ENSMUSG00000024608
P62267,8,9017.798717617567,Rps23,ribosomal protein S23,ENSMUSG00000049517
P62270,8,8182.715434898018,Rps18,ribosomal protein S18,ENSMUSG00000008668
P62281,8,6897.015705545435,Rps11,ribosomal protein S11,ENSMUSG00000003429
P62301,8,11482.21982168112,Rps13,ribosomal protein S13,ENSMUSG00000090862
P62315,8,704.0167571724218,Snrpd1,small nuclear ribonucleoprotein D1,ENSMUSG00000002477
P62320,8,2219.92624599418,Snrpd3,small nuclear ribonucleoprotein D3,ENSMUSG00000020180
P62331,8,2517.665535728629,Arf6,ADP-ribosylation factor 6,ENSMUSG00000044147
P62334,8,3768.63368305769,Psmc6,"proteasome (prosome, macropain) 26S subunit, ATPase, 6",ENSMUSG00000021832
P62702,8,7532.211059086871,Rps4x,"ribosomal protein S4, X-linked",ENSMUSG00000031320
P62717,8,7715.733288940226,Rpl18a,ribosomal protein L18A,ENSMUSG00000045128
P62751,8,8893.32172158657,Rpl23a,ribosomal protein L23A,ENSMUSG00000058546
P62754,8,7022.677578437043,Rps6,ribosomal protein S6,ENSMUSG00000028495
P62806,8,53109.559491837645,H4c8,H4 clustered histone 8,ENSMUSG00000060981
P62814,8,3436.110668917714,Atp6v1b2,"ATPase, H+ transporting, lysosomal V1 subunit B2",ENSMUSG00000006273
P62821,8,6233.859130515204,Rab1a,"RAB1A, member RAS oncogene family",ENSMUSG00000020149
P62827,8,3990.2518805728623,Ran,"RAN, member RAS oncogene family",ENSMUSG00000029430
P62830,8,5735.822684785844,Rpl23,ribosomal protein L23,ENSMUSG00000071415
P62835,8,2692.337984320445,Rap1a,RAS-related protein 1a,ENSMUSG00000068798
P62843,8,1502.6170121196901,Rps15,ribosomal protein S15,ENSMUSG00000063457
P62849,8,7596.077597875021,Rps24,ribosomal protein S24,ENSMUSG00000025290
P62852,8,6901.56717613874,Rps25,ribosomal protein S25,ENSMUSG00000009927
P62855,8,2083.1593701756756,Rps26,ribosomal protein S26,ENSMUSG00000025362
P62862,8,6115.947836335112,NA,NA,NA
P62880,8,2248.1316558959415,Gnb2,"guanine nucleotide binding protein (G protein), beta 2",ENSMUSG00000029713
P62889,8,4106.412654023968,Rpl30,ribosomal protein L30,ENSMUSG00000058600
P62897,8,5648.195740056444,Cycs,"cytochrome c, somatic",ENSMUSG00000063694
P62900,8,8502.911241384734,Rpl31,ribosomal protein L31,ENSMUSG00000073702
P62908,8,8759.9698951676,Rps3,ribosomal protein S3,ENSMUSG00000030744
P62911,8,5731.2629459337095,Rpl32,ribosomal protein L32,ENSMUSG00000057841
P62918,8,9109.32321848721,Rpl8,ribosomal protein L8,ENSMUSG00000003970
P62960,8,3466.093605384881,Ybx1,Y box protein 1,ENSMUSG00000028639
P62962,8,4029.743292970199,Pfn1,profilin 1,ENSMUSG00000018293
P62996,8,818.3361705534787,Tra2b,transformer 2 beta,ENSMUSG00000022858
P63005,8,684.3927345934865,Pafah1b1,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 1",ENSMUSG00000020745
P63017,8,11766.81024979195,Hspa8,heat shock protein 8,ENSMUSG00000015656
P63028,8,3171.34218388306,Tpt1,"tumor protein, translationally-controlled 1",ENSMUSG00000060126
P63037,8,5431.740174572584,Dnaja1,DnaJ heat shock protein family (Hsp40) member A1,ENSMUSG00000028410
P63038,8,6502.794336582359,Hspd1,heat shock protein 1 (chaperonin),ENSMUSG00000025980
P63073,8,1729.13891925672,Eif4e,eukaryotic translation initiation factor 4E,ENSMUSG00000028156
P63094,8,4697.739768809744,Gnas,"GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus",ENSMUSG00000027523
P63101,8,5811.767067001771,Ywhaz,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide",ENSMUSG00000022285
P63158,8,3006.1291497024986,Hmgb1,high mobility group box 1,ENSMUSG00000066551
P63242,8,2130.364858794563,Eif5a,eukaryotic translation initiation factor 5A,ENSMUSG00000078812
P63276,8,5343.868721196368,Rps17,ribosomal protein S17,ENSMUSG00000061787
P63323,8,6768.459463467572,NA,NA,NA
P63325,8,6166.575917610986,Rps10,ribosomal protein S10,ENSMUSG00000052146
P67778,8,8254.644631137495,Phb,prohibitin,ENSMUSG00000038845
P67984,8,8113.948981810254,Rpl22,ribosomal protein L22,ENSMUSG00000028936
P68037,8,1844.6037966131146,Ube2l3,ubiquitin-conjugating enzyme E2L 3,ENSMUSG00000038965
P68040,8,7494.079101180241,Rack1,receptor for activated C kinase 1,ENSMUSG00000020372
P68134,8,14455.228485319058,Acta1,"actin alpha 1, skeletal muscle",ENSMUSG00000031972
P68254,8,5009.107576640627,Ywhaq,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta,ENSMUSG00000076432
P68368,8,6380.611824585509,Tuba4a,"tubulin, alpha 4A",ENSMUSG00000026202
P68372,8,7515.137250823602,Tubb4b,"tubulin, beta 4B class IVB",ENSMUSG00000036752
P68373,8,6180.689355807286,Tuba1c,"tubulin, alpha 1C",ENSMUSG00000043091
P68433,8,56205.29875871056,H3c8,H3 clustered histone 8,ENSMUSG00000099517
P68510,8,1410.1446509433079,Ywhah,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide",ENSMUSG00000018965
P70168,8,1781.8545252044594,Kpnb1,karyopherin (importin) beta 1,ENSMUSG00000001440
P70194,8,0,Clec4f,"C-type lectin domain family 4, member f",ENSMUSG00000014542
P70195,8,2534.4262117814596,Psmb7,"proteasome (prosome, macropain) subunit, beta type 7",ENSMUSG00000026750
P70296,8,3371.210320531168,Pebp1,phosphatidylethanolamine binding protein 1,ENSMUSG00000032959
P70302,8,705.2529697081403,Stim1,stromal interaction molecule 1,ENSMUSG00000030987
P70318,8,3262.2507844422353,Tial1,Tia1 cytotoxic granule-associated RNA binding protein-like 1,ENSMUSG00000030846
P70333,8,2962.815848309142,Hnrnph2,heterogeneous nuclear ribonucleoprotein H2,ENSMUSG00000045427
P70349,8,9882.360821930095,Hint1,histidine triad nucleotide binding protein 1,ENSMUSG00000020267
P70372,8,2519.659397774979,Elavl1,"ELAV (embryonic lethal, abnormal vision)-like 1 (Hu antigen R)",ENSMUSG00000040028
P70398,8,886.5794155627286,Usp9x,"ubiquitin specific peptidase 9, X chromosome",ENSMUSG00000031010
P70441,8,1934.2951270782933,Slc9a3r1,"solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1",ENSMUSG00000020733
P70670,8,1525.061130829776,Naca,nascent polypeptide-associated complex alpha polypeptide,ENSMUSG00000061315
P70677,8,2793.3342379721994,Casp3,caspase 3,ENSMUSG00000031628
P70694,8,12650.941606982487,Akr1c6,"aldo-keto reductase family 1, member C6",ENSMUSG00000021210
P80313,8,3762.717950101624,Cct7,"chaperonin containing Tcp1, subunit 7 (eta)",ENSMUSG00000030007
P80314,8,3203.0119218475193,Cct2,"chaperonin containing Tcp1, subunit 2 (beta)",ENSMUSG00000034024
P80315,8,3152.2447603051123,Cct4,"chaperonin containing Tcp1, subunit 4 (delta)",ENSMUSG00000007739
P80316,8,3815.3975474739873,Cct5,"chaperonin containing Tcp1, subunit 5 (epsilon)",ENSMUSG00000022234
P80317,8,3096.847319965488,Cct6a,"chaperonin containing Tcp1, subunit 6a (zeta)",ENSMUSG00000029447
P80318,8,4201.437589100454,Cct3,"chaperonin containing Tcp1, subunit 3 (gamma)",ENSMUSG00000001416
P83882,8,6707.309306923605,Rpl36a,ribosomal protein L36A,ENSMUSG00000079435
P84084,8,3301.495811309116,Arf5,ADP-ribosylation factor 5,ENSMUSG00000020440
P84091,8,2824.597432236227,Ap2m1,"adaptor-related protein complex 2, mu 1 subunit",ENSMUSG00000022841
P84099,8,7872.2348346769195,Rpl19,ribosomal protein L19,ENSMUSG00000017404
P85094,8,2877.4704303824856,Isoc2a,isochorismatase domain containing 2a,ENSMUSG00000086784
P97351,8,11017.527049540124,Rps3a1,ribosomal protein S3A1,ENSMUSG00000028081
P97364,8,3391.2138115219664,Sephs2,selenophosphate synthetase 2,ENSMUSG00000049091
P97370,8,1411.717171575703,Atp1b3,"ATPase, Na+/K+ transporting, beta 3 polypeptide",ENSMUSG00000032412
P97371,8,3750.915518696106,Psme1,"proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)",ENSMUSG00000022216
P97372,8,2719.4887594903757,Psme2,"proteasome (prosome, macropain) activator subunit 2 (PA28 beta)",ENSMUSG00000079197
P97379,8,1508.6354750871756,G3bp2,GTPase activating protein (SH3 domain) binding protein 2,ENSMUSG00000029405
P97429,8,5161.0103047875355,Anxa4,annexin A4,ENSMUSG00000029994
P97449,8,4623.543957538677,Anpep,alanyl (membrane) aminopeptidase,ENSMUSG00000039062
P97450,8,6970.550897832861,Atp5j,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F",ENSMUSG00000022890
P97457,8,3579.5014301038773,Mylpf,"myosin light chain, phosphorylatable, fast skeletal muscle",ENSMUSG00000030672
P97461,8,2916.527686096369,Rps5,ribosomal protein S5,ENSMUSG00000012848
P97494,8,2994.011491476163,Gclc,"glutamate-cysteine ligase, catalytic subunit",ENSMUSG00000032350
P97501,8,0,Fmo3,flavin containing monooxygenase 3,ENSMUSG00000026691
P97742,8,3945.7857624462285,Cpt1a,"carnitine palmitoyltransferase 1a, liver",ENSMUSG00000024900
P97792,8,0,Cxadr,coxsackie virus and adenovirus receptor,ENSMUSG00000022865
P97807,8,4602.648643728557,Fh1,fumarate hydratase 1,ENSMUSG00000026526
P97823,8,1657.6979205821574,Lypla1,lysophospholipase 1,ENSMUSG00000025903
P97855,8,2910.449358829255,G3bp1,GTPase activating protein (SH3 domain) binding protein 1,ENSMUSG00000018583
P97872,8,18301.126095575393,Fmo5,flavin containing monooxygenase 5,ENSMUSG00000028088
P99024,8,2571.4317574302786,Tubb5,"tubulin, beta 5 class I",ENSMUSG00000001525
P99026,8,4653.08752336698,Psmb4,"proteasome (prosome, macropain) subunit, beta type 4",ENSMUSG00000005779
P99027,8,8200.809641457869,Rplp2,"ribosomal protein, large P2",ENSMUSG00000025508
P99029,8,5873.595478208972,Prdx5,peroxiredoxin 5,ENSMUSG00000024953
Q00519,8,3573.949610728968,Xdh,xanthine dehydrogenase,ENSMUSG00000024066
Q00623,8,6966.843277391648,Apoa1,apolipoprotein A-I,ENSMUSG00000032083
Q00897,8,0,Serpina1d,"serine (or cysteine) peptidase inhibitor, clade A, member 1D",ENSMUSG00000071177
Q00898,8,3106.6657503131664,Serpina1e,"serine (or cysteine) peptidase inhibitor, clade A, member 1E",ENSMUSG00000072849
Q00915,8,0,Rbp1,"retinol binding protein 1, cellular",ENSMUSG00000046402
Q00PI9,8,2849.9348534888236,Hnrnpul2,heterogeneous nuclear ribonucleoprotein U-like 2,ENSMUSG00000071659
Q01149,8,5279.822042122536,Col1a2,"collagen, type I, alpha 2",ENSMUSG00000029661
Q01279,8,5115.802534318349,Egfr,epidermal growth factor receptor,ENSMUSG00000020122
Q01405,8,2868.742747932146,Sec23a,"SEC23 homolog A, COPII coat complex component",ENSMUSG00000020986
Q01730,8,1218.4332485927737,NA,NA,NA
Q01853,8,5098.765161746587,Vcp,valosin containing protein,ENSMUSG00000028452
Q02013,8,5138.761000588472,Aqp1,aquaporin 1,ENSMUSG00000004655
Q02053,8,3708.733696228154,Uba1,ubiquitin-like modifier activating enzyme 1,ENSMUSG00000001924
Q02248,8,3447.5627878853593,Ctnnb1,"catenin (cadherin associated protein), beta 1",ENSMUSG00000006932
Q02257,8,4190.858539780425,Jup,junction plakoglobin,ENSMUSG00000001552
Q02819,8,3608.7497186285254,Nucb1,nucleobindin 1,ENSMUSG00000030824
Q03249,8,344.3484010889576,Galt,galactose-1-phosphate uridyl transferase,ENSMUSG00000036073
Q03265,8,15363.636488231132,Atp5a1,"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1",ENSMUSG00000025428
Q04750,8,902.719272876034,Top1,topoisomerase (DNA) I,ENSMUSG00000070544
Q04857,8,1638.1590431463023,Col6a1,"collagen, type VI, alpha 1",ENSMUSG00000001119
Q05421,8,24546.441978428367,Cyp2e1,"cytochrome P450, family 2, subfamily e, polypeptide 1",ENSMUSG00000025479
Q05816,8,5171.08463814137,Fabp5,"fatty acid binding protein 5, epidermal",ENSMUSG00000027533
Q05D44,8,2144.407105949357,Eif5b,eukaryotic translation initiation factor 5B,ENSMUSG00000026083
Q06185,8,6059.024241435958,Atp5k,"ATP synthase, H+ transporting, mitochondrial F1F0 complex, subunit E",ENSMUSG00000050856
Q06890,8,1459.8038281213521,Clu,clusterin,ENSMUSG00000022037
Q07076,8,4757.9398766495115,Anxa7,annexin A7,ENSMUSG00000021814
Q07417,8,3622.737633489511,Acads,"acyl-Coenzyme A dehydrogenase, short chain",ENSMUSG00000029545
Q11011,8,4515.68523841721,Npepps,aminopeptidase puromycin sensitive,ENSMUSG00000001441
Q2TPA8,8,4213.26122473171,Hsdl2,hydroxysteroid dehydrogenase like 2,ENSMUSG00000028383
Q3B7Z2,8,1354.1327512619432,Osbp,oxysterol binding protein,ENSMUSG00000024687
Q3TCH7,8,1834.7277958956595,Cul4a,cullin 4A,ENSMUSG00000031446
Q3TEA8,8,0,Hp1bp3,"heterochromatin protein 1, binding protein 3",ENSMUSG00000028759
Q3TGG2,8,0,Atxn2l,ataxin 2-like,ENSMUSG00000032637
Q3THE2,8,786.8575302199915,Myl12b,"myosin, light chain 12B, regulatory",ENSMUSG00000034868
Q3THK7,8,2365.026777502101,Gmps,guanine monophosphate synthetase,ENSMUSG00000027823
Q3TMH2,8,1065.279241945381,Scrn3,secernin 3,ENSMUSG00000008226
Q3TNA1,8,3473.9760636949986,Xylb,xylulokinase homolog (H. influenzae),ENSMUSG00000035769
Q3TXS7,8,2624.506239163588,Psmd1,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 1",ENSMUSG00000026229
Q3U0V1,8,4165.151892095364,Khsrp,KH-type splicing regulatory protein,ENSMUSG00000007670
Q3U1J4,8,2397.3447670159167,Ddb1,damage specific DNA binding protein 1,ENSMUSG00000024740
Q3U2G2,8,3636.877936613392,Hspa4,heat shock protein 4,ENSMUSG00000020361
Q3U2P1,8,2233.122646084861,Sec24a,"Sec24 related gene family, member A (S. cerevisiae)",ENSMUSG00000036391
Q3U3J1,8,4417.5517216908975,Bckdha,"branched chain ketoacid dehydrogenase E1, alpha polypeptide",ENSMUSG00000060376
Q3U3R4,8,1262.9862088964933,Lmf1,lipase maturation factor 1,ENSMUSG00000002279
Q3UEG6,8,3537.1831908989343,Agxt2,alanine-glyoxylate aminotransferase 2,ENSMUSG00000089678
Q3UEP4,8,7209.982414254088,Ugt2b36,"UDP glucuronosyltransferase 2 family, polypeptide B36",ENSMUSG00000070704
Q3UGC7,8,3212.1629275579116,Eif3j1,"eukaryotic translation initiation factor 3, subunit J1",ENSMUSG00000027236
Q3UIR3,8,1618.8469958565256,Dtx3l,"deltex 3-like, E3 ubiquitin ligase",ENSMUSG00000049502
Q3UIU2,8,0,Ndufb6,NADH:ubiquinone oxidoreductase subunit B6,ENSMUSG00000071014
Q3UJB0,8,2786.5441319331603,Sf3b2,"splicing factor 3b, subunit 2",ENSMUSG00000024853
Q3UJU9,8,3041.8964779007047,Rmdn3,regulator of microtubule dynamics 3,ENSMUSG00000070730
Q3ULD5,8,3813.186500672393,Mccc2,methylcrotonoyl-Coenzyme A carboxylase 2 (beta),ENSMUSG00000021646
Q3UM45,8,1509.7952602118578,Ppp1r7,"protein phosphatase 1, regulatory subunit 7",ENSMUSG00000026275
Q3UMF0,8,3727.567734007438,Cobll1,Cobl-like 1,ENSMUSG00000034903
Q3UNX5,8,1630.001831585333,Acsm3,acyl-CoA synthetase medium-chain family member 3,ENSMUSG00000030935
Q3UPL0,8,2203.995223028959,Sec31a,Sec31 homolog A (S. cerevisiae),ENSMUSG00000035325
Q3UQ44,8,6311.027237682432,Iqgap2,IQ motif containing GTPase activating protein 2,ENSMUSG00000021676
Q3URE1,8,2833.4177987067624,Acsf3,acyl-CoA synthetase family member 3,ENSMUSG00000015016
Q3UZZ6,8,3030.453174759337,Sult1d1,"sulfotransferase family 1D, member 1",ENSMUSG00000029273
Q3V4D5,8,2217.752970605465,Naa10,"N(alpha)-acetyltransferase 10, NatA catalytic subunit",ENSMUSG00000031388
Q4LDG0,8,4024.414088507724,Slc27a5,"solute carrier family 27 (fatty acid transporter), member 5",ENSMUSG00000030382
Q4VA53,8,1170.078332511397,Pds5b,PDS5 cohesin associated factor B,ENSMUSG00000034021
Q4VAA2,8,0,Cdv3,carnitine deficiency-associated gene expressed in ventricle 3,ENSMUSG00000032803
Q4VBD2,8,1179.5477273060433,Tapt1,transmembrane anterior posterior transformation 1,ENSMUSG00000046985
Q501J6,8,2919.9737844970796,Ddx17,DEAD box helicase 17,ENSMUSG00000055065
Q52KI8,8,1054.9158221000039,Srrm1,serine/arginine repetitive matrix 1,ENSMUSG00000028809
Q561M1,8,1787.34735576789,Acp1,"acid phosphatase 1, soluble",ENSMUSG00000044573
Q569Z6,8,9389.276031325491,Thrap3,thyroid hormone receptor associated protein 3,ENSMUSG00000043962
Q571F8,8,1965.9838171011988,Gls2,"glutaminase 2 (liver, mitochondrial)",ENSMUSG00000044005
Q571I9,8,3830.6804453609157,Aldh16a1,"aldehyde dehydrogenase 16 family, member A1",ENSMUSG00000007833
Q58A65,8,2234.978705402972,Spag9,sperm associated antigen 9,ENSMUSG00000020859
Q59J78,8,1389.097854447891,Ndufaf2,NADH:ubiquinone oxidoreductase complex assembly factor 2,ENSMUSG00000068184
Q5FW57,8,4804.086067389999,Gm4952,predicted gene 4952,ENSMUSG00000071633
Q5FW60,8,1548.6045787680332,Mup20,major urinary protein 20,ENSMUSG00000078672
Q5RKN9,8,1616.1322269804496,Capza1,"capping protein (actin filament) muscle Z-line, alpha 1",ENSMUSG00000070372
Q5SUF2,8,1345.0562814883328,Luc7l3,LUC7-like 3 (S. cerevisiae),ENSMUSG00000020863
Q5SUH7,8,2417.612131620463,Clint1,clathrin interactor 1,ENSMUSG00000006169
Q5SWU9,8,2710.950423489594,Acaca,acetyl-Coenzyme A carboxylase alpha,ENSMUSG00000020532
Q5XG73,8,3772.0300668214813,Acbd5,acyl-Coenzyme A binding domain containing 5,ENSMUSG00000026781
Q5XJY5,8,3098.702029130939,Arcn1,archain 1,ENSMUSG00000032096
Q5YD48,8,5860.929797520729,A1cf,APOBEC1 complementation factor,ENSMUSG00000052595
