Protein	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	Symbol	Genename	ENSEMBL
Q9DCC8	-0.005914185859581458	-0.022493586189660183	0.010665214470497269	11.417761594497165	-0.7018568480553701	0.4832874437393606	0.5562432066013406	-7.2437510944696	Tomm20	translocase of outer mitochondrial membrane 20	ENSMUSG00000093904
O08601	0.0024587826913691213	-0.0030744640111260773	0.00799202939386432	12.143957584654007	0.8736474095251735	0.38284717910350596	0.45853650646649796	-7.2464312330685665	Mttp	microsomal triglyceride transfer protein	ENSMUSG00000028158
P15105	0.0038488592771585214	-0.03457636540880235	0.042274083963119394	13.106879162986688	0.19748241868513242	0.8436451972041752	0.8755998291765015	-7.251237801279372	Glul	glutamate-ammonia ligase (glutamine synthetase)	ENSMUSG00000026473
Q9R0P6	-0.00522696778747953	-0.029553515215623903	0.01909957964066484	11.809749735705882	-0.4232878590653454	0.6724682397390942	0.7283426296984037	-7.25159076051171	Sec11a	SEC11 homolog A, signal peptidase complex subunit	ENSMUSG00000025724
Q8BP67	0.0034141844209187675	-0.0043439796783518655	0.0111723485201894	13.464358219147126	0.8652359299031168	0.38744459101387396	0.46333274350014153	-7.251948908717025	Rpl24	ribosomal protein L24	ENSMUSG00000098274
P62918	-0.0029378167642417252	-0.00961158219961815	0.0037359486711346997	12.974549200016861	-0.8654588008653837	0.3873169875586815	0.46333274350014153	-7.257323913863215	Rpl8	ribosomal protein L8	ENSMUSG00000003970
Q8C7E7	0.006285962088207696	-0.011367544521823179	0.023939468698238573	12.082479428899433	0.700606074475743	0.4840701209862507	0.5567340685073656	-7.258015494739153	Stbd1	starch binding domain 1	ENSMUSG00000047963
Q8VDG7	0.0024829854197072642	-0.022229752345970948	0.02719572318538548	10.419008061783211	0.19800205253418757	0.8432242084233508	0.8755998291765015	-7.258803379099229	Pafah2	platelet-activating factor acetylhydrolase 2	ENSMUSG00000037366
Q64433	-0.0033490452931164536	-0.010987491220608873	0.0042894006343759655	12.824505599067958	-0.862002736767977	0.38921363557744715	0.4647371370569518	-7.26030405861204	Hspe1	heat shock protein 1 (chaperonin 10)	ENSMUSG00000073676
Q9D0S9	-0.006413936735499255	-0.033245514825791994	0.020417641354793483	12.667048794965124	-0.47090748867656507	0.6381371399601461	0.6970009432269101	-7.260318571476593	Hint2	histidine triad nucleotide binding protein 2	ENSMUSG00000028470
P31786	-0.004094226079481236	-0.029982281268211345	0.02179382910924887	10.85554520934307	-0.3117208854574925	0.7555539693619205	0.8011742565214938	-7.260398644754139	Dbi	diazepam binding inhibitor	ENSMUSG00000026385
P62996	0.0018333146768404478	-0.020217834540994434	0.02388446389467533	11.68580804730941	0.16390100206057112	0.8699678186081408	0.8945787503187658	-7.2614588561265965	Tra2b	transformer 2 beta	ENSMUSG00000022858
Q8BJF9	-0.004586249897508158	-0.03579463087247224	0.026622131077455924	13.910340302449816	-0.289685228850892	0.7723407941308904	0.8176389225000451	-7.261944435526498	Chmp2b	charged multivesicular body protein 2B	ENSMUSG00000004843
Q9CWS0	-0.004782735494868632	-0.017329754386773855	0.007764283397036591	11.196898631025153	-0.7498215739885439	0.45388914867040087	0.5294244323670422	-7.262937704564534	Ddah1	dimethylarginine dimethylaminohydrolase 1	ENSMUSG00000028194
O88569	-0.005896224599180722	-0.019693608383128128	0.007901159184766686	13.773028525379273	-0.8402435740835144	0.40129805539573404	0.4776135917121744	-7.263542438974165	Hnrnpa2b1	heterogeneous nuclear ribonucleoprotein A2/B1	ENSMUSG00000004980
Q8BH00	0.0021099154218082333	-0.002766822952723584	0.00698665379634005	12.240273863735373	0.8506055682222919	0.39550836474265827	0.4715328559060068	-7.270047588969518	Aldh8a1	aldehyde dehydrogenase 8 family, member A1	ENSMUSG00000037542
Q9EP69	-0.005673373803098316	-0.020351043799744478	0.009004296193547848	11.472363903160602	-0.7602809080456001	0.44761120221102757	0.5248434426525402	-7.27009218161912	Sacm1l	SAC1 suppressor of actin mutations 1-like (yeast)	ENSMUSG00000025240
Q91YP0	-0.006244456101026435	-0.029015167353811967	0.016526255151759095	11.508257753354785	-0.5400224550959795	0.5896481935298963	0.6536312953810127	-7.271046980266141	L2hgdh	L-2-hydroxyglutarate dehydrogenase	ENSMUSG00000020988
Q923D2	-0.005650224056124472	-0.030577415394281274	0.01927696728203233	11.73896830396932	-0.4464371977483287	0.6556701896163776	0.7126651643744076	-7.271092646043645	Blvrb	biliverdin reductase B (flavin reductase (NADPH))	ENSMUSG00000040466
Q9ER72	-0.0075576256485425965	-0.039031697137248356	0.023916445840163166	11.385403302433046	-0.4726997769460731	0.6368002369429657	0.6965141849838037	-7.271523021145835	Cars	cysteinyl-tRNA synthetase	ENSMUSG00000010755
Q8R0F9	-0.0034568403587860747	-0.011587847675888524	0.004674166958316375	12.20019824574407	-0.835875320523218	0.4037401070244204	0.4798827279689499	-7.271536226418627	Sec14l4	SEC14-like lipid binding 4	ENSMUSG00000019368
Q9WV55	-0.003605213312526807	-0.02815940057403008	0.02094897394897647	11.442867505339242	-0.2892366342520598	0.7726504725096396	0.8176389225000451	-7.273093323575935	Vapa	vesicle-associated membrane protein, associated protein A	ENSMUSG00000024091
Q9DC51	-0.003446138173833902	-0.02585980571025553	0.018967529362587724	11.126470662192752	-0.30298072116207425	0.762185065742359	0.8076578018680048	-7.273955419088656	Gnai3	guanine nucleotide binding protein (G protein), alpha inhibiting 3	ENSMUSG00000000001
O89023	0.0032175266028808933	-0.00454327496205058	0.010978328167812367	12.256752499020658	0.8151680040654531	0.4154860364808075	0.49160081379220444	-7.279513984958339	Tpp1	tripeptidyl peptidase I	ENSMUSG00000030894
P62852	0.0028726570931271165	-0.003891449441506921	0.009636763627761153	12.855643077471804	0.8349605966214197	0.4042490679661124	0.4801225632454663	-7.283212180010996	Rps25	ribosomal protein S25	ENSMUSG00000009927
Q58A65	-0.004343914255508608	-0.029339685592183834	0.020651857081166618	11.753024585368058	-0.34227425715040766	0.7324326108916919	0.7824963573641247	-7.283470389633783	Spag9	sperm associated antigen 9	ENSMUSG00000020859
P17563	-0.003287954475452444	-0.02248984612307158	0.015913937172166694	12.0260429751262	-0.33735436653385276	0.7361527851459274	0.7853373231935764	-7.286067904986759	Selenbp1	selenium binding protein 1	ENSMUSG00000068874
Q64339	-5.135174181992038e-4	-0.03344704232224786	0.03242000748584945	11.137995286943944	-0.030741834752043607	0.9755052577400389	0.9808789091286282	-7.290129656136662	Isg15	ISG15 ubiquitin-like modifier	ENSMUSG00000035692
P62862	-0.005632593253332616	-0.02096981404970785	0.009704627543042615	12.323354043316815	-0.7223414472220245	0.4705759928536838	0.5452262986140162	-7.290169802643506	NA	NA	NA
O35226	0.0037563468475453653	-0.006851927090085623	0.014364620785176353	11.829457159106445	0.6965276831601379	0.48658065463806566	0.5587990912559123	-7.293255313207555	Psmd4	proteasome (prosome, macropain) 26S subunit, non-ATPase, 4	ENSMUSG00000005625
Q6ZWN5	-0.002671401011378122	-0.00909826378621828	0.0037554617634620356	13.383649970720544	-0.8172146418237827	0.41430402791892695	0.4905736330585476	-7.2978164718800524	Rps9	ribosomal protein S9	ENSMUSG00000006333
P62075	0.0048244853941242045	-0.009289245774141	0.018938216562389407	12.301197877209885	0.6725121715544214	0.5017421878429766	0.5732624558469097	-7.29807512033947	Timm13	translocase of inner mitochondrial membrane 13	ENSMUSG00000020219
O09158	-0.004531550365264797	-0.018950994799652312	0.009887894069122716	11.016662327137844	-0.6184755075646268	0.5367366970804583	0.6048445980798532	-7.302101485035013	Cyp3a25	cytochrome P450, family 3, subfamily a, polypeptide 25	ENSMUSG00000029630
E9Q852	-0.002727239400730914	-0.029393795630255775	0.02393931682879395	11.9850143620542	-0.20154038801124868	0.8404593297296735	0.8740106003775646	-7.304359159427316	NA	NA	NA
Q6PA06	0.0062030881577045905	-0.01323611450748743	0.025642290822896614	10.997607317660641	0.6279404146933919	0.5305166715621449	0.5995643945420336	-7.3062789030050785	Atl2	atlastin GTPase 2	ENSMUSG00000059811
Q9QYJ0	-0.0062741575621853155	-0.02359447529261475	0.01104616016824412	11.599226580875099	-0.7124780577030243	0.4766496080647825	0.551037971453591	-7.30652175330362	Dnaja2	DnaJ heat shock protein family (Hsp40) member A2	ENSMUSG00000031701
P70372	0.00169585982554315	-0.019585238156541937	0.022976957807628234	11.461157537951253	0.15707692606208787	0.8753326390109885	0.8989125589843463	-7.307864740490311	Elavl1	ELAV (embryonic lethal, abnormal vision)-like 1 (Hu antigen R)	ENSMUSG00000040028
A0JNY3	-0.0063374826258976	-0.02323642268194882	0.01056145743015362	11.15998893227486	-0.7375201701184263	0.46128846675383295	0.5359707246491511	-7.313160293535216	Gphn	gephyrin	ENSMUSG00000047454
Q4VA53	0.002374152637161307	-0.02145478582839081	0.026203091102713426	10.695729094722415	0.19625673185274245	0.8445735652117684	0.8755998291765015	-7.314686198238447	Pds5b	PDS5 cohesin associated factor B	ENSMUSG00000034021
P63242	-0.005081523442604093	-0.021099719046474435	0.010936672161266248	11.178135243350955	-0.6240811900601149	0.5330100097473426	0.6019469980022374	-7.317118772352125	Eif5a	eukaryotic translation initiation factor 5A	ENSMUSG00000078812
Q9WUK2	0.0047837593177759785	-0.023203414100814848	0.032770932736366803	14.018892225632696	0.3367631514971473	0.7365991783760608	0.7853373231935764	-7.318105691680662	Eif4h	eukaryotic translation initiation factor 4H	ENSMUSG00000040731
P09055	-0.004328305831309158	-0.022745092698638534	0.014088481036020218	11.35319664237889	-0.4627550831052074	0.6439217941049407	0.7018478132399039	-7.319186019358308	Itgb1	integrin beta 1 (fibronectin receptor beta)	ENSMUSG00000025809
P11983	-0.004387853786295704	-0.015839918072933275	0.007064210500341869	11.522700048872332	-0.7534269909344241	0.45167311389986564	0.5272770660794972	-7.3195602012069365	Tcp1	t-complex protein 1	ENSMUSG00000068039
Q9CPU0	0.003842340036123139	-0.005841143859224383	0.01352582393147066	12.641242064309212	0.7801303802980807	0.43578911511786755	0.5125194785020519	-7.322433669336796	Glo1	glyoxalase 1	ENSMUSG00000024026
Q8BKZ9	-0.0012794498138840708	-0.0219872292416261	0.019428329613857962	11.80361783745681	-0.12168842232645831	0.9032437179299431	0.9227460897055466	-7.324770405098685	Pdhx	pyruvate dehydrogenase complex, component X	ENSMUSG00000010914
Q8BM55	0.0027153140181505834	-0.01743864963327392	0.02286927766957509	10.841239358580028	0.2653873465509615	0.7909365101656076	0.8330416208819709	-7.3256356104482965	Tmem214	transmembrane protein 214	ENSMUSG00000038828
Q9JIK5	-0.004013662976013645	-0.020612927296386224	0.012585601344358932	10.782106112149076	-0.4759108746377763	0.6344980012373441	0.6949687287554092	-7.326418922564159	Ddx21	DExD box helicase 21	ENSMUSG00000020075
Q91VA6	8.533210635226828e-4	-0.025284564379075017	0.026991206506120385	11.235578602760889	0.06432591793636992	0.9487667009673157	0.9591994525303457	-7.329202832515125	Poldip2	polymerase (DNA-directed), delta interacting protein 2	ENSMUSG00000001100
P14115	0.004042475971653777	-0.011960543188767424	0.02004549513207498	13.209753695015378	0.49715759496947975	0.6194513560857631	0.682794407307509	-7.329397987338943	Rpl27a	ribosomal protein L27A	ENSMUSG00000046364
Q8CC88	0.0035907033390278225	-0.005623405244026235	0.012804811922081879	11.225390205409974	0.7661958374281632	0.4440286383769143	0.5214250652014404	-7.330202646651753	Vwa8	von Willebrand factor A domain containing 8	ENSMUSG00000058997
O88668	-0.0031598164522759903	-0.03771809566527589	0.03139846276072391	11.641344288104822	-0.18012205292711891	0.857209673881051	0.8854821121898258	-7.333896258084442	Creg1	cellular repressor of E1A-stimulated genes 1	ENSMUSG00000040713
Q9CVB6	-0.005819095894828014	-0.021252845323409514	0.009614653533753487	11.976643110502598	-0.7413684075731988	0.4589334423891619	0.5345104101745604	-7.335444457171947	Arpc2	actin related protein 2/3 complex, subunit 2	ENSMUSG00000006304
Q3U3R4	0.003422285263195228	-0.022781165690646695	0.02962573621703715	10.161388618866921	0.25725830006407985	0.7971966041822354	0.8368155086211106	-7.337134856835902	Lmf1	lipase maturation factor 1	ENSMUSG00000002279
A0A0A6YVS2	0.004689922870361732	-0.0148812206207856	0.024261066361509067	11.156446674814143	0.47168853841193037	0.6375118826652424	0.6968049458781636	-7.341536153486394	NA	NA	NA
Q00623	-0.0049892116541033526	-0.01855407913496354	0.008575655826756835	12.777152498468446	-0.7232641551652194	0.46997763742521914	0.5449369787059477	-7.343815206955381	Apoa1	apolipoprotein A-I	ENSMUSG00000032083
Q9QZQ8	-0.006051068554944867	-0.022194115080606036	0.010091977970716301	11.924603652622586	-0.7370367495637321	0.46155777406942244	0.5359707246491511	-7.345053629563207	Macroh2a1	macroH2A.1 histone	ENSMUSG00000015937
P46460	-0.001305691447017963	-0.025310982129986306	0.02269959923595038	12.098348300044654	-0.10719694844690107	0.914730632824281	0.9326314279871829	-7.345228353973788	Nsf	N-ethylmaleimide sensitive fusion protein	ENSMUSG00000034187
Q8BWP5	0.005213979315842387	-0.00972364429000368	0.020151602921688456	11.486647448678266	0.6864299409695552	0.4928832436631093	0.5652065369372266	-7.345679598597752	Ttpa	tocopherol (alpha) transfer protein	ENSMUSG00000073988
Q3UPL0	-0.005000733192856659	-0.01914973818643562	0.0091482718007223	11.082277072421537	-0.6950437859921549	0.48747431504743266	0.5594143571359304	-7.346289991337844	Sec31a	Sec31 homolog A (S. cerevisiae)	ENSMUSG00000035325
Q60960	0.0022544433928299345	-0.02453848537096081	0.029047372156620677	11.321850104394274	0.16577309871100543	0.8684783239840931	0.8937496575824629	-7.347208773687509	Kpna1	karyopherin (importin) alpha 1	ENSMUSG00000022905
Q8VI47	-0.005904253430579101	-0.02427926461742059	0.012470757756262385	11.263919999371272	-0.6320895067104915	0.5277653398689209	0.5978663278732004	-7.348553833189139	Abcc2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2	ENSMUSG00000025194
Q8C0C7	-0.0038589331163754277	-0.020663960953418704	0.012946094720667847	11.05449927549236	-0.45205873931344065	0.6515836235933328	0.7092097518637738	-7.34926248043393	Farsa	phenylalanyl-tRNA synthetase, alpha subunit	ENSMUSG00000003808
O35660	0.0031072328147933336	-0.020199823617406104	0.026414289246992774	11.434670072151214	0.26255029716866374	0.7931104213810183	0.8336459910010299	-7.355323147149355	Gstm6	glutathione S-transferase, mu 6	ENSMUSG00000068762
Q9R1P1	-0.005660870993322167	-0.03045011561753555	0.01912837363089122	11.45787837244452	-0.4495235274742382	0.6534023856445339	0.7106944528617999	-7.3558225995249815	Psmb3	proteasome (prosome, macropain) subunit, beta type 3	ENSMUSG00000069744
P55050	0.002085376055369082	-0.01894510968888971	0.023115861799627872	11.109365469554985	0.19527422581330406	0.8453334482523172	0.8755998291765015	-7.357989228957766	Fabp2	fatty acid binding protein 2, intestinal	ENSMUSG00000023057
P35585	0.004432511525075835	-0.009773501470878989	0.01863852452103066	10.705058745957723	0.6137550621715285	0.539793057028215	0.6074129216235422	-7.360745992498006	Ap1m1	adaptor-related protein complex AP-1, mu subunit 1	ENSMUSG00000003033
D6REH1	0.0041696121833046575	-0.00783591737390518	0.016175141740514494	11.533778662700689	0.6829655936206677	0.49506001991524384	0.56728651842194	-7.361924449491169	NA	NA	NA
P05366	-0.002105649002492652	-0.024766352682720604	0.020555054677735298	12.260701331597224	-0.18303460592710627	0.8549237764397339	0.884345375628924	-7.36467988215181	Saa1	serum amyloid A 1	ENSMUSG00000074115
O35465	-5.850312570714456e-4	-0.019318288823455786	0.01814822630931289	11.604980218748276	-0.06148799573622288	0.9510166554203401	0.9608526389282427	-7.365665631680832	Fkbp8	FK506 binding protein 8	ENSMUSG00000019428
P29341	-0.0033240597394537754	-0.012411646790523046	0.0057635273116154965	12.808670219664966	-0.7191562606120557	0.4724769462954358	0.5470233089331601	-7.366640958754186	Pabpc1	poly(A) binding protein, cytoplasmic 1	ENSMUSG00000022283
Q8JZN5	0.0036685505942596675	-0.00813408407812022	0.015471185266639554	11.043728466320053	0.6113403640315487	0.541375087618373	0.6083172264180569	-7.372618433416381	Acad9	acyl-Coenzyme A dehydrogenase family, member 9	ENSMUSG00000027710
Q9ESX5	-0.0016023489684887668	-0.02195084839401929	0.018746150457041755	11.1185921759126	-0.15505274826458626	0.876898871402237	0.8999297019052505	-7.375142307591536	Dkc1	dyskeratosis congenita 1, dyskerin	ENSMUSG00000031403
P62843	0.0044530026740726755	-0.00800312722896097	0.01690913257710632	10.630621767899255	0.7028778827635148	0.48255494831836687	0.5562193098979407	-7.376422962040775	Rps15	ribosomal protein S15	ENSMUSG00000063457
G3X972	-0.004043717467082945	-0.023614403609693076	0.015526968675527188	11.136436023652108	-0.4066877454451682	0.6845409395358246	0.738907105313877	-7.379410680738708	Sec24c	Sec24 related gene family, member C (S. cerevisiae)	ENSMUSG00000039367
Q7TNG8	0.004423034485844368	-0.011404308949914753	0.020250377921603488	11.535343445173245	0.5496816017375817	0.5828991413990996	0.6489112236515617	-7.380061370748871	Ldhd	lactate dehydrogenase D	ENSMUSG00000031958
P09103	-0.0012836213176253965	-0.004843213790228049	0.0022759711549772553	13.126955429996853	-0.7089723100308992	0.47876358039155	0.5530727835565356	-7.3803454417182	P4hb	prolyl 4-hydroxylase, beta polypeptide	ENSMUSG00000025130
Q9D0T1	-0.0017619444435572969	-0.021095062826292768	0.017571173939178175	11.954761668725718	-0.17945065656384435	0.8577222762990379	0.8854821121898258	-7.380405159789747	Snu13	SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5)	ENSMUSG00000063480
